datetime,ip_from,ip_from_numerical,lat_from,long_from,name_from,zipcode_from,ip_to,ip_to_numerical,lat_to,long_to,name_to,state_to,haversine_dist,avg_ping_time,std_dev,coef_var,avg_min_ping_time,std_dev_min_ping_time,coef_var_min_ping_time,absolute_min_ping_time,avg_max_ping_time,std_dev_max_ping_time,coef_var_max_ping_time,absolute_max_ping_time,num_pings,num_successful_pings,num_failures_in_the_past,num_failures_last_24h,currently_failing
2024-05-17 09:16:28.643516,139.144.200.168,2341521576,38.91968,-77.21332,Washington,22102,100.15.49.59,1678717243,38.611,-77.3397,US-Virginia-Montclair,Virginia,36.030163423300586,2018.1416511535645,434.9482063689289,0.21551916641743835,1791.5763139724731,368.13295983361195,0.20547992120823952,1313.0197525024414,2307.8627586364746,415.75578307566917,0.18014753326203198,3560.408353805542,20,20,0,0,False
