datetime,ip_from,ip_from_numerical,lat_from,long_from,name_from,zipcode_from,ip_to,ip_to_numerical,lat_to,long_to,name_to,state_to,haversine_dist,avg_ping_time,std_dev,coef_var,avg_min_ping_time,std_dev_min_ping_time,coef_var_min_ping_time,absolute_min_ping_time,avg_max_ping_time,std_dev_max_ping_time,coef_var_max_ping_time,absolute_max_ping_time,num_pings,num_successful_pings,num_failures_in_the_past,num_failures_last_24h,currently_failing
2024-05-17 09:16:28.643516,139.144.200.168,2341521576,38.91968,-77.21332,Washington,22102,100.15.49.59,1678717243,38.611,-77.3397,US-Virginia-Montclair,Virginia,36.030163423300586,2018.1416511535645,434.9482063689289,0.21551916641743835,1791.5763139724731,368.13295983361195,0.20547992120823952,1313.0197525024414,2307.8627586364746,415.75578307566917,0.18014753326203198,3560.408353805542,20,20,0,0,False
2024-05-17 09:16:28.696078,139.144.200.168,2341521576,38.91968,-77.21332,Washington,22102,100.15.76.251,1678724347,38.7934,-77.2717,US-Virginia-Burke,Virginia,14.923914989264459,3002.011690537135,4.283775552532281,0.0014269683112945527,2995.4798698425293,9.451551106777055,0.0031552711142985974,2966.0494327545166,3012.8817796707153,15.448609000487203,0.005127519142877095,3059.429883956909,20,20,0,0,False
2024-05-17 09:16:28.696086,139.144.200.168,2341521576,38.91968,-77.21332,Washington,22102,100.36.117.215,1680111063,38.7934,-77.2717,US-Virginia-Burke,Virginia,14.923914989264459,2731.333227952321,250.73705359638754,0.09180024283758484,2580.5347323417664,272.4769973438081,0.1055893547677781,2211.4830017089844,2857.672917842865,244.73984089732662,0.08564305570774358,3303.053140640259,20,20,0,0,False
